id,date,text,word_count,char_count,avg_word_length,length_cluster,length_cluster_label,length_cluster_center_words,text_clean,cluster
135104,2025-07-14T17:29:36+00:00," 
 
 
eh sumpah sakit banget sih asli, aku ada cowo chat aku flirty dan confess ke aku, aku tunjukin ke dia aku bilang ke dia dan ketika dia tanya aku jelasin baik baik, giliran aku tanya dianya malah lgsg nembak dengan pertanyaan dan statement jelek:( dia bilang 
""gimana rasanya di gituin? "" 
""sakit kan? "" 
""toh aku juga belum lama chattan sama dia, ga kaya kamu sama si A""


pdhl guys aku baru chattan sm si A itu jumat kemarin dan itupun aku kasih tau dia chat aku seperti apa, sumpah aku smpe gemeter trauma ku balik lagi... aku udh tutup hati krna aku takut akan trust issue ku tpi skrg terulang lagi",110,596,4.245,2,menengah,77.595,eh sumpah sakit banget sih asli aku ada cowo chat aku flirty dan confes ke aku aku tunjukin ke dia aku bilang ke dia dan ketika dia tanya aku jelasin baik baik giliran aku tanya dianya malah lgsg nembak dengan pertanyaan dan statement jelek dia bilang gimana rasanya di gituin sakit kan toh aku juga belum lama chattan sama dia tidak kaya kamu sama si a pdhl guys aku baru chattan sama si a itu jumat kemarin dan itupun aku kasih tau dia chat aku seperti apa sumpah aku smpe gemeter trauma ku balik lagi aku udh tutup hati krna aku takut akan trust issue ku tpi skrg terulang lagi,-1
105078,2024-10-30T13:58:20+00:00,"#pcrjaetea 
 
 
dari tadi gua ngilang 5jm tidur cwo gua nyariin gua cuma karna streak tt belum nyala dan dia bt ke gua karna itu
[30/10, 8.22 PM] ❤️: sumpaa aku dsri tadi cuma mikirin api
[30/10, 8.22 PM] ❤️: sampe gamut makan
""CUMA MIKIRIN API"", YA JADINYA GUA BT LAH DIA MALAH GA MIKIRIN GUANYA",57,291,3.807,2,menengah,77.595,dari tadi gua ngilang 5jm tidur cwo gua nyariin gua cuma karna streak t belum nyala dan dia bt ke gua karna itu 30 10 8 22 pm sumpa aku dsri tadi cuma mikirin api 30 10 8 22 pm sampe gamut makan cuma mikirin api ya jadinya gua bt lah dia malah tidak mikirin guanya,-1
108498,2024-11-21T14:08:57+00:00,"#mtchabbk 
 
 
[21/11 20.19] : disuruh Buuca bwt prwkilan bc puisi bsk hri guru mw gkk? puisi udh disiapin
[21/11 20.21] 15:19:259: enggaa wa, aku padus
 [21/11 20.21] : trs siapa dng?
[21/11 20.24] 15:19:259: osis kan bnya wa, ga cuma kita doangg, kamu kan jg bisa ta??
 [21/11 20.26] : yws

capee bangett astaghfirullah",65,313,3.431,2,menengah,77.595,21 11 20 19 disuruh buuca bwt prwkilan bc puisi bsk hri guru mw tidak puisi udh disiapin 21 11 20 21 15 19 259 engga wa aku padus 21 11 20 21 trs siapa dng 21 11 20 24 15 19 259 osis kan bnya wa tidak cuma kita doang kamu kan juga bisa ta 21 11 20 26 yws cape banget astaghfirullah,0
104539,2024-10-27T09:21:51+00:00,"#sar 
 
 
sumpah ya gua kan pacaran, nahh gua tu org nya bukan kaum physical touch bgt gt tp skrng cwo gua physical touch bgt gua udh bilng gua ga mau peluk"", pling mentok"" tu kita pegangan tangan aja. tp pas kmrn gua abis main sm dia tbtb dia lgsg peluk gua gt kan disitu jujur gua kesel bgt pdhl gua udh bbrp kali bilng jgn peluk"". lgian dia juga peluk gua pas di dpn rmh gua. kn gua takut ntr ketauan ortu trs tetangga"" pda ngoceh walaupun cm peluk😔😔",89,448,3.91,2,menengah,77.595,sumpah ya gua kan pacaran nah gua tu orang nya bukan kaum physical touch banget gt tapi skrng cwo gua physical touch banget gua udh bilng gua tidak mau peluk pling mentok tu kita pegangan tangan saja tapi pas kmrn gua abis main sama dia tbtb dia lgsg peluk gua gt kan disitu jujur gua kesel banget pdhl gua udh bbrp kali bilng jgn peluk lgian dia juga peluk gua pas di dpn rmh gua kn gua takut ntr ketauan ortu trs tetangga pda ngoceh walaupun cm peluk,0
129563,2025-04-20T09:50:24+00:00,"#Veqyuu 
 
 
[20/4, 16.22] Bubyyy❤️: P
[20/4, 16.22] Bubyyy❤️: P
[20/4, 16.43] L: Knapa buy baru bangun
[20/4, 16.43] Bubyyy❤️: Talangin duit beb
[20/4, 16.43] L: Aku gaada saldo ay sumpah
[20/4, 16.43] Bubyyy❤️: 200
[20/4, 16.44] Bubyyy❤️: 🥲
[20/4, 16.44] L: Uangku abisss bangt
[20/4, 16.45] Bubyyy❤️: 200 yang 🥲
[20/4, 16.46] L: Gaada sumpah buyy
[20/4, 16.46] Bubyyy❤️: Ad
[20/4, 16.47] L: Gaada sumpah sisa 7k itu
[20/4, 16.47] Bubyyy❤️: Top up di konter
[20/4, 16.48] L: Gaada bub gapegang uang samsekk

Mokondooo anj nyesel gua pacaran sm lu, tiap hari minta duit",120,564,3.058,2,menengah,77.595,20 4 16 22 buby p 20 4 16 22 buby p 20 4 16 43 l knapa buy baru bangun 20 4 16 43 buby talangin duit beb 20 4 16 43 l aku gaada saldo ay sumpah 20 4 16 43 buby 200 20 4 16 44 buby 20 4 16 44 l uangku abis bangt 20 4 16 45 buby 200 yang 20 4 16 46 l gaada sumpah buy 20 4 16 46 buby ad 20 4 16 47 l gaada sumpah sisa 7k itu 20 4 16 47 buby top up di konter 20 4 16 48 l gaada bub gapegang uang samsek mokondo anj nyesel gua pacaran sama lu tiap hari minta duit,-1
135113,2025-07-15T05:23:40+00:00,"#anon 

aku disuruh jadi perwakilan sekola sma ku buat jadi paskib agustus nanti. tapi aku ga ada pengalaman jadi paskib pls, kalo upacara juga selalu jadi mc 😭 banyak yang bilang aku cocok jadi paskib tapi aku kurang percaya diri, aku sebenarnya juga mau jadi paskib tapi aga ragu dikit 😔😔 dan sebenarnya juga aku lagi mau cari pengalaman di sma ini (aku murid baru) tapi bingung banget

===
✉️ Kirimin Aku Pesan Rahasia",70,418,4.729,2,menengah,77.595,aku disuruh jadi perwakilan sekola sma ku buat jadi paskib agustus nanti tapi aku tidak ada pengalaman jadi paskib pls kalo upacara juga selalu jadi mc banyak yang bilang aku cocok jadi paskib tapi aku kurang percaya diri aku sebenarnya juga mau jadi paskib tapi aga ragu dikit dan sebenarnya juga aku lagi mau cari pengalaman di sma ini aku murid baru tapi bingung banget,-1
134692,2025-07-06T15:16:23+00:00," 
 
 
gw salah apa ya sampe sampe cowo yg dketin gw jadiin gw bahan fantasi, jdiin gw bahan nafsu, di bilang dri pakaian gw ga pernah tu make ketat ketat, keliatan tt jga ga pernah, malahan gw krempeng, apa yg salah di gw? gw juga mau ngerasain disayang dengan tulus, gw juga mau di jaga, gw ga jelek, gw ga pernah aneh aneh, gw belum kesentuh tapi kenapa gw dapet yg gini mulu, gw cape temen temen gw cape bgt asli🥺",80,410,3.988,2,menengah,77.595,gw salah apa ya sampe sampe cowo yang dketin gw jadiin gw bahan fantasi jdiin gw bahan nafsu di bilang dri pakaian gw tidak pernah tu make ketat ketat keliatan t jga tidak pernah malahan gw krempeng apa yang salah di gw gw juga mau ngerasain disayang dengan tulus gw juga mau di jaga gw tidak jelek gw tidak pernah aneh aneh gw belum kesentuh tapi kenapa gw dapet yang gini mulu gw cape temen temen gw cape banget asli,-1
133613,2025-06-18T05:21:00+00:00,"#piuu 
 
 
guys mau nnya nih semisal nih ya kita sengaja tuh ngestalk ig mantan kita tp posisiny kita ga sefollowan ig tp dia konfir gue dluan ga gue konfir² setelah 1 thn gue blok cmn gue pantau doang dri permintaan ig, cmn iseng doa mau bkin dia penasaran knpa gue msi ngestalk dia tp ga di konfir ig nya, itu kira² dia msi anggep gue gamon kah?posisiny gue udh move on dan balik nge fangirl setelah lma di tinggal dia, apakah itu slh atau gmna guys?can you give me your opinion",93,475,4.075,2,menengah,77.595,guys mau nnya nih semisal nih ya kita sengaja tuh ngestalk ig mantan kita tapi posisiny kita tidak sefollowan ig tapi dia konfir gue dluan tidak gue konfir setelah 1 thn gue blok cmn gue pantau doang dri permintaan ig cmn iseng doa mau bkin dia penasaran knpa gue msi ngestalk dia tapi tidak di konfir ig nya itu kira dia msi anggep gue gamon kah posisiny gue udh move on dan balik nge fangirl setelah lma di tinggal dia apakah itu slh atau gmna guys can you give me your opinion,0
109324,2024-11-25T11:19:51+00:00,"#esea 
 
 
minggu kemarin dedek manis aku ngga berangkat selama 3 hari berturut-turut, dan giliran dia berangkat aku malah ngga ngeliat dia samsek. teruss senin iniiii masa dia ngga berangkat lagi??? 

""itumah emang kamunya yang ngga ngeliat kali,"" enggaa. kenapa aku bisa bilang gini?? karena kalo dia berangkat dia pasti selalu ngintilin temennya, tapi tadi aku ngeliat temennya sendirian ajaa

ya Allah. dek, aku butuh kehadiran kamu biar aku bisa lebih semangat belajar (⁠｡⁠ﾉ⁠ω⁠＼⁠｡⁠)",75,479,5.067,2,menengah,77.595,minggu kemarin dedek manis aku tidak berangkat selama 3 hari berturut turut dan giliran dia berangkat aku malah tidak ngeliat dia samsek terus senin ini masa dia tidak berangkat lagi itumah emang kamunya yang tidak ngeliat kali engga kenapa aku bisa bilang gini karena kalo dia berangkat dia pasti selalu ngintilin temennya tapi tadi aku ngeliat temennya sendirian saja ya allah dek aku butuh kehadiran kamu biar aku bisa lebih semangat belajar,-1
132084,2025-05-25T10:35:34+00:00,"#anon 

gua gamau sakit...
tadi semua keluarga gua coba tensi darah, pas gua ituin mereka itu semua darahnya normal dan ada juga yang rendah tapi pas gua yang coba itu malah tinggi banget bahkan tensi nya itu ga berhenti walaupun udah 270 (alat tensi otomatis) terus tiba' tensi nya mati pas udah 270 an lebih, dan itu udah ada 5 kali percobaan, 3 kali error dan 2 kali itu emang beneran tetap berjalan 250 lebih bahkan lengan aku sampai luka gegara ditensi doang..

===
✉️ Kirimin Aku Pesan Rahasia",87,496,4.494,2,menengah,77.595,gua gamau sakit tadi semua keluarga gua coba tensi darah pas gua ituin mereka itu semua darahnya normal dan ada juga yang rendah tapi pas gua yang coba itu malah tinggi banget bahkan tensi nya itu tidak berhenti walaupun udah 270 alat tensi otomatis terus tiba tensi nya mati pas udah 270 an lebih dan itu udah ada 5 kali percobaan 3 kali error dan 2 kali itu emang beneran tetap berjalan 250 lebih bahkan lengan aku sampai luka gegara ditensi doang,-1
133003,2025-06-08T04:26:14+00:00,"#anon 

gua abis edit video gini ""i don't say i love u, but i say i can cook for u"" video awal' si aesthetic smua tp akhiran nya ada yg ga terlalu bagus video nya, terus juga masakan nya baru yg biasa' kaya tongseng sapi, opor ayam, chicken mentega, dll gitu 😭😭 mau post tapi takut ada yg komen atau di omong kaya ""masakan gampang doang, gitu doang juga gua bisa "" soalnya kepikiran apaa' kalo mau post sesuatu 😭😭😭😭

===
✉️ Kirimin Aku Pesan Rahasia",82,446,4.085,2,menengah,77.595,gua abis edit video gini i don t say i love u but i say i can cook for u video awal si aesthetic smua tapi akhiran nya ada yang tidak terlalu bagus video nya terus juga masakan nya baru yang biasa kaya tongseng sapi opor ayam chicken mentega dl gitu mau post tapi takut ada yang komen atau di omong kaya masakan gampang doang gitu doang juga gua bisa soalnya kepikiran apa kalo mau post sesuatu,-1
130413,2025-05-03T04:44:07+00:00," 
 
 
ges tdi gw interview, stgh jam, terus hrd nya bilang ""kalau misalnya di terima ntr kami hubungin buat interview ke dua, kalau semingguan ngga di hubungi mungkin belum rezeki kamu"" 
itu kira kira bakal di terima apa ngga ya? sender baru lulus sma bgtt, jdi deg degan, mending nunggu atau nyari loker lagi, bantu jawab pliss🥲🥲",56,323,4.589,2,menengah,77.595,ges tdi gw interview stgh jam terus hrd nya bilang kalau misalnya di terima ntr kami hubungin buat interview ke dua kalau semingguan tidak di hubungi mungkin belum rezeki kamu itu kira kira bakal di terima apa tidak ya sender baru lulus sma banget jdi deg degan mending nunggu atau nyari loker lagi bantu jawab plis,-1
119989,2025-01-16T11:46:32+00:00,"#jenjen 
 
 
Maaf ya yang suka cerita ke aku tapi aku ga bisa kasih respon yang di mau, karena memang aku ga bisa dan bingung mau reson cerita kalian kayak gimana, ak orgnya ga pandai kasih kata'. Kalo emang mau curhat ak siap dengerinnya, mau selama apapun, tapi kalo kamu ngarep ak kasih respon yg bener' nguatin kamu, ngarahin kamu, ga bisa pls 😭😔 ak gatau caranya",65,362,4.385,2,menengah,77.595,maaf ya yang suka cerita ke aku tapi aku tidak bisa kasih respon yang di mau karena memang aku tidak bisa dan bingung mau reson cerita kalian kayak gimana ak orgnya tidak pandai kasih kata kalo emang mau curhat ak siap dengerinnya mau selama apapun tapi kalo kamu ngarep ak kasih respon yang bener nguatin kamu ngarahin kamu tidak bisa pls ak gatau caranya,-1
131150,2025-05-13T05:37:39+00:00," 
 
 
#zoro 

Kata kalian wajar ga sih aku ga betah kerja krn boss aku ngasih pekerjaan ga sesuai job desc? Kan aku kerja jd guru les + pelayan (jd di situ buka les sm buka resto kecil2an), nah tp dia nyuruh aku beliin makanan sm minuman buat konsumsi bos, termasuk buat anak beliau jg yg masih kecil. Terus pas habis beli dia minta bonnya kan (mungkin ga percaya sm aku tkt diambil uangnya), udah gitu kan krg 100 perak ya gua jg lupa kmn, dia kek sinis gitu nuduh aku nyuri 100 perak??? Mungkin si tkg indomaret itu gatau gmn gua jg ga merhatiin krn gua pikir ga bakal segitunya. Terus ya, pas gajian, dia blg gini, ""ambil nih gaji, kalau 1x24 jam ga diambil hangus."" Kata kalian gmn?",127,678,4.15,2,menengah,77.595,kata kalian wajar tidak sih aku tidak betah kerja karena bos aku ngasih pekerjaan tidak sesuai job desc kan aku kerja jadi guru les pelayan jadi di situ buka les sama buka resto kecil2an nah tapi dia nyuruh aku beliin makanan sama minuman buat konsumsi bos termasuk buat anak beliau juga yang masih kecil terus pas habis beli dia minta bonnya kan mungkin tidak percaya sama aku tkt diambil uangnya udah gitu kan krg 100 perak ya gua juga lupa kmn dia kek sinis gitu nuduh aku nyuri 100 perak mungkin si tkg indomaret itu gatau gmn gua juga tidak merhatiin karena gua pikir tidak bakal segitunya terus ya pas gajian dia blg gini ambil nih gaji kalau 1x24 jam tidak diambil hangus kata kalian gmn,-1
131635,2025-05-19T01:27:58+00:00," 
 
 
mau curhat gaes ,kan kemarin ketemuan sama cowok  pertama ketemu intinya ya jalan jalan ngobrol gitu terus pulang ya kehujanan dan motornya mogok sampai dorong gitu dan posisinya  blm makan dari siang sampai mlm karena kebanyakan ngobrol dan juga gk ditawarin, tapii kok habis selesai ketemu dia berubah ya apa kah aku gk secantik itu😞",55,333,5.018,2,menengah,77.595,mau curhat gaes kan kemarin ketemuan sama cowok pertama ketemu intinya ya jalan jalan ngobrol gitu terus pulang ya kehujanan dan motornya mogok sampai dorong gitu dan posisinya belum makan dari siang sampai mlm karena kebanyakan ngobrol dan juga tidak ditawarin tapi kok habis selesai ketemu dia berubah ya apa kah aku tidak secantik itu,-1
123897,2025-02-22T05:58:38+00:00," 
 
 
gue putus ma cowo gue yg satu ini, sehabis putus ky bener2 dia mutus akses buat gue gt loh kayak semacam di unfoll di remove, di ml pun gue yg aslinya lovers dia langsung di apus di remove wkakakaka itu kenapa ya padahal dia yg mutusin gue dia jg yg seolah2 gamau kenal gue lagi.  org kyk gini knp harus jdi alasan buat kita utk ciptain kebencian baru sih??? btw gue putus baik2 karena beda agama aja selebih itu gaada masalah personal. dah gitu se kampus se jurusan pula",89,470,4.213,2,menengah,77.595,gue putus ma cowo gue yang satu ini sehabis putus ky bener2 dia mutus akses buat gue gt loh kayak semacam di unfol di remove di ml pun gue yang aslinya lovers dia langsung di apus di remove wkakakaka itu kenapa ya padahal dia yang mutusin gue dia juga yang seolah2 gamau kenal gue lagi orang kyk gini knp harus jdi alasan buat kita untuk ciptain kebencian baru sih btw gue putus baik2 karena beda agama saja selebih itu gaada masalah personal dah gitu se kampus se jurusan pula,0
134624,2025-07-05T13:39:56+00:00,"#pasific 
 
 
guys, jadi kan gua mau bikin akun tele nah itu nomor yang gua pakai itu nomor baru, tapi pas gua pakai gua daftar katanya udah dikirim tuh kodenya ke perangkat lain padahal itu nomor gue nomor baru, baru gua beli dan pas gua beli nomornya tuh masih disegel anjir bener-bener di apa sih yang tempat kartunya itu loh masih baru anjir tapi katanya udah dikirim ke perangkat lain berarti kan udah ada yang login pakai nomor itu kan tapi masa sih anjir 😭😭😭😭",84,461,4.393,2,menengah,77.595,guys jadi kan gua mau bikin akun tele nah itu nomor yang gua pakai itu nomor baru tapi pas gua pakai gua daftar katanya udah dikirim tuh kodenya ke perangkat lain padahal itu nomor gue nomor baru baru gua beli dan pas gua beli nomornya tuh masih disegel anjir bener bener di apa sih yang tempat kartunya itu loh masih baru anjir tapi katanya udah dikirim ke perangkat lain berarti kan udah ada yang login pakai nomor itu kan tapi masa sih anjir,-1
135711,2025-07-28T17:35:43+00:00," 
 
 
stresss banget gua stresss, ni guru knp harus bgt kasih pr setiap hari dan hampir semua mapel itu ada pr setiap harinya dan mapel gua ada 24 🙂🙂 mana disuruh nulis 1 bab lks ke buku tulis (2 lks) dikasi batas waktu 1 minggu doang tanpa dirangkum nulisnya gilaaa, trs banyak kerkom+fotocopy lks jepang+laminating+makalah, keluar duit mulu anji jadinya 😔😔😔😔😔😔 makin' emg ini sekola 😔😔 pgn bgt nangis sambil koar koar 😭😭😭😭😭",71,419,4.563,2,menengah,77.595,stres banget gua stres ni guru knp harus banget kasih pr setiap hari dan hampir semua mapel itu ada pr setiap harinya dan mapel gua ada 24 mana disuruh nulis 1 bab lks ke buku tulis 2 lks dikasi batas waktu 1 minggu doang tanpa dirangkum nulisnya gila trs banyak kerkom fotocopy lks jepang laminating makalah keluar duit mulu anji jadinya makin emg ini sekola pgn banget nangis sambil koar koar,-1
